,Duration (in seconds),Age,Gender,Residential country,Student?,TPU experience
2444,155,22-24,Man,Morocco,Yes,
2445,129,18-21,Man,India,Yes,
2446,620,40-44,Man,Viet Nam,Yes,
2447,246,22-24,Man,Argentina,Yes,
2448,523,25-29,Man,India,No,
2449,682,60-69,Man,United States of America,No,
2450,533,25-29,Woman,India,Yes,
2451,355,30-34,Man,Nigeria,No,
2452,311,22-24,Man,India,No,
2453,486,22-24,Man,United States of America,No,
2454,195,18-21,Woman,India,Yes,
2455,271,60-69,Man,United Kingdom of Great Britain and Northern Ireland,No,
2456,450,25-29,Man,Ethiopia,Yes,
2457,557,35-39,Woman,Other,Yes,
2458,2789,25-29,Man,India,No,
2459,501,25-29,Man,India,No,Never
2460,1601,60-69,Man,United States of America,No,Never
2461,452,30-34,Woman,Ukraine,No,
2462,321,22-24,Man,Turkey,Yes,
2463,1350,50-54,Man,France,No,Never
2464,758,40-44,Man,United States of America,No,6-25 times
2465,151,30-34,Man,India,Yes,
2466,1551,60-69,Man,Other,No,Once
2467,462,30-34,Man,India,No,
2468,507,35-39,Man,United States of America,No,
2469,288,22-24,Man,India,Yes,
2470,547,22-24,Woman,Kenya,Yes,
2471,265,18-21,Man,India,Yes,
2472,275,22-24,Man,India,Yes,
2473,258,18-21,Man,India,Yes,
2474,214,18-21,Man,India,Yes,
2475,315,22-24,Man,Pakistan,Yes,
2476,538,25-29,Man,China,No,
2477,162,60-69,Man,United States of America,No,
2478,348,22-24,Man,Bangladesh,Yes,
2479,192,55-59,Man,Mexico,No,
2480,252,22-24,Man,India,No,
2481,383,22-24,Man,India,Yes,
2482,205,35-39,Man,Other,No,
2483,1541,25-29,Man,Other,No,2-5 times
2484,243,18-21,Prefer to self-describe,Other,Yes,
2485,123,18-21,Man,India,Yes,
2486,270,22-24,Man,Japan,No,
2487,415,25-29,Man,Indonesia,Yes,
2488,292,22-24,Man,Ecuador,Yes,
2489,223,18-21,Man,India,Yes,
2490,1015740,22-24,Woman,India,Yes,
2491,217,30-34,Man,United States of America,Yes,
2492,480,25-29,Man,Other,No,Once
2493,273,30-34,Woman,Other,No,
2494,294,22-24,Man,India,No,
2495,399,25-29,Man,India,Yes,
2496,230,25-29,Woman,Nigeria,Yes,
2497,336,25-29,Man,United States of America,No,
2498,282,22-24,Woman,India,Yes,
2499,142,22-24,Man,United States of America,Yes,
2500,334,22-24,Man,Japan,Yes,
2501,764,25-29,Woman,Kenya,No,Never
2502,171,30-34,Man,India,No,
2503,478,35-39,Man,"Iran, Islamic Republic of...",No,
2504,440,25-29,Woman,Other,Yes,
2505,903,45-49,Man,Canada,No,
2506,663,18-21,Man,India,Yes,
2507,966,40-44,Man,Japan,No,Never
2508,940,40-44,Man,India,No,2-5 times
2509,5318,25-29,Man,Other,Yes,
2510,940,35-39,Woman,India,Yes,
2511,203,35-39,Man,Bangladesh,Yes,
2512,333,30-34,Man,Peru,No,
2513,2650,35-39,Woman,United Arab Emirates,No,
2514,481,22-24,Man,India,No,
2515,124,18-21,Man,India,Yes,
2516,441,18-21,Man,Pakistan,Yes,
2517,380,50-54,Man,United States of America,No,
2518,1123,30-34,Man,Japan,No,Once
2519,284,18-21,Man,India,Yes,
2520,91284,18-21,Man,India,No,
2521,587,40-44,Man,South Korea,No,Never
2522,5793,30-34,Man,India,Yes,
2523,286,18-21,Man,France,Yes,
2524,459,55-59,Man,United States of America,No,
2525,1193,40-44,Woman,India,No,6-25 times
2526,391,22-24,Man,India,Yes,
2527,613,35-39,Man,Japan,No,2-5 times
2528,582,25-29,Man,United Kingdom of Great Britain and Northern Ireland,No,Once
2529,205,18-21,Man,Russia,Yes,
2530,370,45-49,Man,United Kingdom of Great Britain and Northern Ireland,No,
2531,487,45-49,Man,France,No,
2532,402,22-24,Man,Viet Nam,Yes,
2533,658,40-44,Woman,Bangladesh,No,
2534,129,22-24,Man,India,Yes,
2535,244,18-21,Man,India,Yes,
2536,3235,45-49,Man,United States of America,No,Never
2537,461,30-34,Man,India,No,
2538,296,18-21,Man,Colombia,Yes,
2539,612,50-54,Man,Spain,No,6-25 times
2540,519,40-44,Man,Italy,No,Once
2541,166,18-21,Man,India,Yes,
2542,273,30-34,Prefer not to say,Australia,No,
2543,809,35-39,Man,India,No,Never
2544,281,18-21,Man,India,Yes,
2545,238,35-39,Woman,United States of America,Yes,
2546,339,18-21,Man,Egypt,Yes,
2547,335,40-44,Man,United States of America,No,
2548,147,18-21,Woman,India,Yes,
2549,394,22-24,Man,India,No,
2550,1728,25-29,Man,India,No,Once
2551,299,60-69,Man,South Korea,No,
2552,159,18-21,Woman,India,No,
2553,22312,22-24,Man,India,Yes,
2554,576,30-34,Man,India,No,
2555,661,35-39,Man,Bangladesh,Yes,
2556,578,50-54,Woman,United States of America,No,
2557,348,45-49,Man,United States of America,No,
2558,4488,25-29,Woman,India,Yes,
2559,537,40-44,Man,"Iran, Islamic Republic of...",Yes,
2560,231,30-34,Man,United States of America,Yes,
2561,338,18-21,Woman,India,Yes,
2562,269,25-29,Man,Peru,Yes,
2563,573,40-44,Man,India,No,Never
2564,149,35-39,Man,Romania,No,
2565,309,30-34,Man,United States of America,No,Never
2566,950,60-69,Man,South Korea,No,Once
2567,583,40-44,Man,India,No,
2568,396,22-24,Man,Ghana,Yes,
2569,259,18-21,Man,India,Yes,
2570,2122,25-29,Man,India,No,Never
2571,1331,35-39,Man,United States of America,No,Once
2572,447,22-24,Man,India,Yes,
2573,2475,30-34,Man,Colombia,No,Once
2574,268,22-24,Man,Egypt,Yes,
2575,802,30-34,Man,United States of America,No,Once
2576,1114,55-59,Man,United Arab Emirates,No,Never
2577,309,30-34,Man,Brazil,No,
2578,156,40-44,Man,United States of America,No,
2579,368,35-39,Man,Argentina,No,
2580,367,30-34,Man,India,No,Never
2581,594,40-44,Man,Italy,No,Never
2582,208,22-24,Woman,India,Yes,
2583,181,18-21,Woman,India,Yes,
2584,621,30-34,Man,India,No,2-5 times
2585,144,18-21,Prefer not to say,I do not wish to disclose my location,No,
2586,2499,25-29,Man,Spain,No,
2587,847,45-49,Man,Russia,No,
2588,16201,35-39,Man,United States of America,No,6-25 times
2589,415,25-29,Man,India,No,
2590,476,25-29,Man,United States of America,No,Once
2591,394,35-39,Man,United States of America,No,
2592,227,25-29,Man,India,No,
2593,265,25-29,Woman,India,No,
2594,748,30-34,Man,India,No,Never
2595,286,25-29,Man,Nigeria,Yes,
2596,249,18-21,Woman,India,Yes,
2597,174,18-21,Woman,India,Yes,
2598,2512765,40-44,Man,India,No,6-25 times
2599,612316,40-44,Man,India,No,
2600,297,30-34,Man,Egypt,Yes,
2601,223,18-21,Man,India,Yes,
2602,203,45-49,Woman,United States of America,Yes,
2603,278,18-21,Woman,India,Yes,
2604,332,30-34,Man,Other,No,
2605,289,25-29,Man,Canada,Yes,
2606,16663,45-49,Woman,India,No,Once
2607,430,25-29,Man,India,Yes,
2608,801,22-24,Man,India,No,
2609,312,18-21,Man,India,Yes,
2610,677,18-21,Woman,India,Yes,
2611,390,25-29,Man,Belgium,No,
2612,299,22-24,Woman,Nigeria,Yes,
2613,144,55-59,Man,United Arab Emirates,Yes,
2614,308,35-39,Prefer not to say,United States of America,No,
2615,512,60-69,Man,France,No,
2616,911,25-29,Man,Poland,No,2-5 times
2617,87879,22-24,Man,Sri Lanka,Yes,
2618,892,45-49,Man,Poland,No,Once
2619,941,35-39,Man,Brazil,Yes,
2620,573,40-44,Woman,India,No,Once
2621,1451,45-49,Man,South Africa,No,2-5 times
2622,401,22-24,Man,India,No,
2623,191,30-34,Woman,Other,No,
2624,218,70+,Man,Italy,No,
2625,1485,25-29,Woman,India,No,
2626,361,22-24,Man,Thailand,Yes,
2627,369,22-24,Man,Viet Nam,Yes,
2628,452,18-21,Man,India,Yes,
2629,264,18-21,Man,India,Yes,
2630,1600316,35-39,Man,Nigeria,No,
2631,415,30-34,Man,United States of America,No,Once
2632,222,25-29,Woman,Netherlands,No,
2633,1001,40-44,Man,United States of America,No,Never
2634,254,22-24,Man,Canada,Yes,
2635,326,22-24,Woman,"Iran, Islamic Republic of...",Yes,
2636,233,25-29,Woman,United States of America,No,
2637,100656,25-29,Man,United States of America,No,
2638,153,22-24,Man,India,Yes,
2639,159,25-29,Man,Nigeria,Yes,
2640,432,22-24,Woman,Tunisia,Yes,
2641,378,30-34,Man,Italy,No,
2642,244,25-29,Man,India,No,
2643,917,35-39,Man,India,No,
2644,197,18-21,Man,India,Yes,
2645,255,18-21,Man,India,Yes,
2646,336,25-29,Man,Colombia,No,
2647,441,35-39,Man,India,No,
2648,698,22-24,Man,India,No,Never
2649,173,55-59,Man,Spain,Yes,
2650,454,22-24,Woman,Egypt,Yes,
2651,650,50-54,Woman,United States of America,No,Never
2652,584,40-44,Man,France,No,
2653,496,25-29,Man,Indonesia,No,
2654,297,25-29,Man,Egypt,No,
2655,687,40-44,Man,Turkey,No,Never
2656,541,25-29,Man,Nigeria,No,
2657,702,25-29,Man,China,Yes,
2658,682,35-39,Man,Japan,No,
2659,196,25-29,Woman,United States of America,Yes,
2660,3779,18-21,Man,Viet Nam,Yes,
2661,377,25-29,Man,India,No,
2662,728,25-29,Woman,United States of America,No,2-5 times
2663,214,18-21,Man,India,Yes,
2664,739,30-34,Man,"Iran, Islamic Republic of...",No,
2665,444,22-24,Man,India,No,
2666,399,25-29,Man,Nigeria,Yes,
2667,263,25-29,Man,Italy,Yes,
2668,302,18-21,Man,India,Yes,
2669,289,30-34,Man,United States of America,No,
2670,3602,45-49,Man,Japan,No,
2671,481,18-21,Woman,India,Yes,
2672,292,18-21,Woman,India,Yes,
2673,151,35-39,Man,Brazil,No,
2674,156,45-49,Woman,Other,No,
2675,523,18-21,Man,China,Yes,
2676,472,22-24,Man,India,No,
2677,414,60-69,Man,United States of America,No,
2678,726,30-34,Man,Brazil,Yes,
2679,188,18-21,Man,India,Yes,
2680,3447,18-21,Man,India,Yes,
2681,231,18-21,Man,India,Yes,
2682,230,25-29,Man,Italy,Yes,
2683,618,50-54,Man,South Korea,No,
2684,832,25-29,Man,India,No,Once
2685,234,18-21,Man,Indonesia,Yes,
2686,242,18-21,Woman,India,Yes,
2687,164,18-21,Woman,United States of America,Yes,
2688,218,22-24,Man,India,Yes,
2689,182,22-24,Man,India,Yes,
2690,4199,30-34,Man,Kenya,No,Never
2691,315,18-21,Man,India,Yes,
2692,5992,35-39,Woman,India,No,
2693,227,18-21,Man,India,Yes,
2694,1538,25-29,Man,Bangladesh,Yes,
2695,223,22-24,Man,Pakistan,Yes,
2696,487,55-59,Man,China,No,
2697,656,45-49,Woman,India,No,
2698,872,40-44,Man,India,No,
2699,320,22-24,Woman,Egypt,No,2-5 times
2700,397,40-44,Man,Italy,No,
2701,207,18-21,Man,India,Yes,
2702,66254,22-24,Woman,United States of America,Yes,
2703,329,35-39,Man,United States of America,No,
2704,200,25-29,Woman,Ghana,Yes,
2705,635,30-34,Man,Viet Nam,No,Never
2706,681,25-29,Man,Indonesia,No,2-5 times
2707,553,50-54,Man,Taiwan,No,Never
2708,242,18-21,Man,India,Yes,
2709,342,30-34,Man,India,No,
2710,235,30-34,Man,Colombia,No,
2711,1000,22-24,Woman,Tunisia,Yes,
2712,370,50-54,Woman,Canada,No,
2713,464,25-29,Man,India,No,
2714,864,30-34,Man,Japan,No,
2715,1258,45-49,Man,Other,No,Never
2716,565,35-39,Woman,Canada,No,
2717,679,25-29,Man,India,No,
2718,716,40-44,Man,Other,No,Once
2719,399,25-29,Woman,Czech Republic,Yes,
2720,555,22-24,Man,India,No,More than 25 times
2721,1129,40-44,Man,Argentina,No,
2722,1364,40-44,Man,Germany,No,Never
2723,225,35-39,Man,Bangladesh,Yes,
2724,122,22-24,Woman,India,Yes,
2725,190,22-24,Woman,Nigeria,Yes,
2726,614,25-29,Man,Other,Yes,
2727,800,55-59,Man,France,No,Once
2728,632,40-44,Woman,Israel,No,Never
2729,416,50-54,Man,Brazil,Yes,
2730,129,22-24,Man,Argentina,Yes,
2731,801,35-39,Man,Other,No,
2732,396,25-29,Woman,Indonesia,No,
2733,121,25-29,Man,Germany,No,
2734,477,45-49,Man,Colombia,No,
2735,407,18-21,Man,India,Yes,
2736,246,18-21,Man,Ghana,Yes,
2737,274,18-21,Man,India,Yes,
2738,484,18-21,Woman,India,Yes,
2739,499,30-34,Man,Nigeria,Yes,
2740,866,35-39,Man,United States of America,No,
2741,184,30-34,Man,Russia,No,
2742,194,18-21,Woman,India,Yes,
2743,991,22-24,Man,Other,Yes,
2744,4317,45-49,Man,Other,No,Once
2745,816,25-29,Man,India,No,
2746,870,40-44,Man,Indonesia,No,Never
2747,190,18-21,Prefer not to say,India,Yes,
2748,5301,45-49,Woman,Colombia,Yes,
2749,523,45-49,Man,Japan,No,Never
2750,90590,45-49,Man,Portugal,No,6-25 times
2751,365,25-29,Man,Pakistan,Yes,
2752,1798,30-34,Man,India,No,Never
2753,561,40-44,Woman,India,No,
2754,556,25-29,Man,Bangladesh,No,
2755,844,50-54,Man,Viet Nam,No,
2756,457,18-21,Man,Singapore,Yes,
2757,261,25-29,Man,India,No,
2758,391,25-29,Man,India,No,
2759,251,22-24,Man,Canada,Yes,
2760,391,22-24,Man,Brazil,Yes,
2761,972,40-44,Woman,Singapore,Yes,
2762,1821,18-21,Woman,India,Yes,
2763,245,22-24,Woman,United States of America,Yes,
2764,395,18-21,Man,India,Yes,
2765,229,55-59,Man,Other,Yes,
2766,151,30-34,Man,Peru,Yes,
2767,359,22-24,Woman,Kenya,No,
2768,579,25-29,Woman,India,No,
2769,516,22-24,Man,Pakistan,No,Never
2770,350,25-29,Man,Morocco,Yes,
2771,5172,35-39,Man,Taiwan,No,Never
2772,278,25-29,Man,Cameroon,Yes,
2773,689,25-29,Man,Germany,Yes,
2774,328,45-49,Man,Other,No,
2775,233,25-29,Man,United States of America,Yes,
2776,394,30-34,Man,Pakistan,No,
2777,309,18-21,Man,India,Yes,
2778,388,22-24,Man,Israel,Yes,
2779,574,25-29,Man,Kenya,No,
2780,444,35-39,Man,United States of America,Yes,
2781,367,30-34,Man,Mexico,No,Never
2782,988,50-54,Man,Colombia,No,Never
2783,185,22-24,Woman,Tunisia,Yes,
2784,1192,40-44,Man,Taiwan,No,
2785,345,18-21,Man,India,Yes,
2786,468,25-29,Man,Nigeria,Yes,
2787,178,18-21,Woman,India,Yes,
2788,747,22-24,Woman,Argentina,Yes,
2789,680,22-24,Man,India,No,Never
2790,327,25-29,Woman,Brazil,Yes,
2791,348,18-21,Woman,Cameroon,Yes,
2792,228,25-29,Woman,United States of America,Yes,
2793,466,22-24,Man,India,Yes,
2794,248,18-21,Man,Pakistan,Yes,
2795,494,18-21,Man,India,Yes,
2796,507,30-34,Woman,Other,No,
2797,458,25-29,Woman,United States of America,Yes,
2798,2793,35-39,Man,South Korea,Yes,
2799,129,30-34,Man,United States of America,No,
2800,556,30-34,Man,India,No,
2801,634,30-34,Man,India,No,
2802,323,45-49,Man,United Kingdom of Great Britain and Northern Ireland,No,
2803,294,45-49,Man,Ireland,Yes,
2804,1074,18-21,Man,India,Yes,
2805,1600,18-21,Man,India,Yes,
2806,3345,25-29,Woman,China,No,2-5 times
2807,320,45-49,Man,Mexico,No,
2808,314,18-21,Man,India,Yes,
2809,249,25-29,Man,United States of America,No,
2810,3901,35-39,Man,Japan,No,Never
2811,301047,25-29,Man,India,No,
2812,487,25-29,Man,Ghana,Yes,
2813,383,35-39,Woman,Spain,No,
2814,213,18-21,Man,Mexico,Yes,
2815,238,35-39,Man,India,No,
2816,316,25-29,Man,Other,Yes,
2817,147,25-29,Man,India,No,
2818,593,30-34,Man,India,No,6-25 times
2819,1203,45-49,Man,Other,No,2-5 times
2820,161,25-29,Man,Ethiopia,Yes,
2821,485,30-34,Man,Brazil,No,Never
2822,365,22-24,Man,India,No,
2823,278,18-21,Man,India,Yes,
2824,383,70+,Woman,United States of America,No,
2825,701,45-49,Man,United States of America,No,Never
2826,550,25-29,Man,India,Yes,
2827,220,22-24,Man,Nigeria,Yes,
2828,408,25-29,Man,Japan,No,Never
2829,1099,25-29,Man,India,No,
2830,44864,18-21,Man,Cameroon,Yes,
2831,749,60-69,Man,United States of America,No,
2832,933,45-49,Man,Egypt,Yes,
2833,226,25-29,Man,Nigeria,Yes,
2834,370,55-59,Man,United States of America,Yes,
2835,252,22-24,Man,United States of America,No,
2836,1009,70+,Man,United States of America,No,
2837,1268,60-69,Man,Taiwan,No,More than 25 times
2838,650,22-24,Man,India,Yes,
2839,366,25-29,Man,United States of America,No,Never
2840,380,22-24,Man,India,No,
2841,476,25-29,Man,Morocco,No,Never
2842,1391,18-21,Man,India,Yes,
2843,573,60-69,Man,United States of America,No,
2844,282,18-21,Woman,India,Yes,
2845,468,18-21,Man,Algeria,Yes,
2846,203,22-24,Woman,India,Yes,
2847,841,22-24,Woman,India,No,
2848,274,45-49,Man,Brazil,Yes,
2849,295,18-21,Man,India,Yes,
2850,315,18-21,Man,Pakistan,Yes,
2851,383,22-24,Woman,India,No,
2852,1797,70+,Man,United States of America,Yes,
2853,302,35-39,Man,Morocco,No,
2854,804,30-34,Man,Egypt,Yes,
2855,333,22-24,Man,India,No,
2856,640,25-29,Man,Philippines,No,Once
2857,642,40-44,Man,India,No,
2858,616,40-44,Man,United States of America,No,2-5 times
2859,394,18-21,Man,Ukraine,Yes,
2860,814,18-21,Man,India,Yes,
2861,8534,18-21,Man,Japan,Yes,
2862,409,25-29,Man,India,Yes,
2863,112461,35-39,Man,India,No,
2864,1151,60-69,Man,Mexico,No,
2865,463,55-59,Man,Brazil,Yes,
2866,176,50-54,Man,Portugal,No,
2867,1852,18-21,Man,Pakistan,Yes,
2868,271,25-29,Woman,India,Yes,
2869,387,18-21,Man,India,Yes,
2870,480,25-29,Man,United States of America,No,Never
2871,449,22-24,Man,Nepal,Yes,
2872,448,30-34,Man,India,No,
2873,248,22-24,Man,India,No,
2874,19735,40-44,Man,Thailand,No,
2875,297,40-44,Man,United Kingdom of Great Britain and Northern Ireland,No,
2876,209,18-21,Prefer not to say,India,Yes,
2877,226,40-44,Prefer not to say,United States of America,Yes,
2878,628,60-69,Man,Belgium,No,
2879,233,30-34,Man,India,No,
2880,384,18-21,Man,India,Yes,
2881,306,18-21,Man,India,Yes,
2882,169,25-29,Woman,India,No,
2883,331,30-34,Woman,"Iran, Islamic Republic of...",Yes,
2884,1161,40-44,Man,India,No,
2885,522,30-34,Man,India,Yes,
2886,125,18-21,Man,India,Yes,
2887,696,22-24,Man,South Korea,Yes,
2888,2270,45-49,Man,India,No,Never
2889,24590,30-34,Woman,Hong Kong (S.A.R.),No,
2890,553,25-29,Woman,Colombia,No,
2891,843,50-54,Man,Other,No,6-25 times
2892,882,35-39,Man,United States of America,No,More than 25 times
2893,198,25-29,Man,Japan,No,
2894,385,18-21,Man,India,Yes,
2895,1708,50-54,Man,United States of America,No,More than 25 times
2896,442,18-21,Man,India,Yes,
2897,14819,25-29,Man,India,No,Never
2898,2295,25-29,Man,Cameroon,Yes,
2899,512,18-21,Woman,Egypt,Yes,
2900,221,22-24,Man,India,Yes,
2901,329,25-29,Woman,China,Yes,
2902,225,25-29,Man,India,Yes,
2903,199,22-24,Man,Pakistan,Yes,
2904,628,22-24,Man,India,No,2-5 times
2905,832,35-39,Man,Italy,No,Never
2906,604,40-44,Man,India,No,
2907,395,30-34,Man,Pakistan,Yes,
2908,1008,40-44,Man,Canada,No,Never
2909,196,45-49,Man,India,Yes,
2910,238,30-34,Man,South Korea,No,
2911,164,50-54,Man,Colombia,Yes,
2912,1021,45-49,Woman,South Korea,Yes,
2913,1647,30-34,Woman,India,No,2-5 times
2914,320,30-34,Man,India,No,
2915,6854,22-24,Man,China,Yes,
2916,584,18-21,Woman,India,Yes,
2917,124,30-34,Man,United States of America,No,
2918,2566,45-49,Man,Japan,No,
2919,186,40-44,Man,Brazil,Yes,
2920,552,25-29,Woman,India,No,
2921,239,25-29,Man,India,Yes,
2922,583,40-44,Woman,Tunisia,Yes,
2923,164,70+,Man,United States of America,Yes,
2924,425,25-29,Man,Pakistan,No,2-5 times
2925,720,35-39,Man,United States of America,No,Never
2926,6540,25-29,Man,India,No,2-5 times
2927,933,30-34,Man,Brazil,No,
2928,241,18-21,Man,India,Yes,
2929,176,30-34,Man,Poland,No,
2930,273,40-44,Man,Other,No,
2931,399,25-29,Man,Other,Yes,
2932,154,25-29,Man,India,No,
2933,1211,30-34,Man,India,No,
2934,2800,35-39,Man,China,No,Never
2935,123,30-34,Man,Israel,No,
2936,232,18-21,Man,India,Yes,
2937,244,30-34,Man,Other,No,
2938,445,30-34,Man,India,No,
2939,191,30-34,Man,Tunisia,No,
2940,591,30-34,Woman,India,No,Never
2941,304,18-21,Man,Pakistan,Yes,
2942,205,30-34,Man,India,Yes,
2943,269,18-21,Man,India,Yes,
2944,13934,45-49,Woman,Indonesia,No,
2945,326,22-24,Man,Taiwan,No,
2946,316,30-34,Woman,United States of America,Yes,
2947,222,40-44,Woman,Colombia,No,
2948,353,25-29,Man,India,No,
2949,199,18-21,Woman,India,Yes,
2950,181,30-34,Man,Canada,Yes,
2951,254,40-44,Man,Brazil,Yes,
2952,232,18-21,Man,India,Yes,
2953,560,35-39,Woman,France,No,
2954,378,40-44,Man,Ghana,Yes,
2955,444,35-39,Man,Japan,No,
2956,189,18-21,Man,Nepal,Yes,
2957,5306,60-69,Man,Brazil,Yes,
2958,358,40-44,Woman,India,No,
2959,1170,25-29,Man,India,No,Never
2960,11212,25-29,Man,Brazil,No,
2961,281,22-24,Woman,India,Yes,
2962,866,40-44,Man,Morocco,No,More than 25 times
2963,343,22-24,Man,Egypt,Yes,
2964,255,30-34,Woman,United States of America,No,
2965,345,30-34,Man,United States of America,No,Never
2966,490,30-34,Man,Japan,No,2-5 times
2967,422,40-44,Woman,India,No,
2968,423,55-59,Man,Brazil,No,
2969,246,22-24,Man,Pakistan,Yes,
2970,7401,25-29,Man,Taiwan,No,Never
2971,716,30-34,Man,Indonesia,No,
2972,364,22-24,Man,Turkey,Yes,
2973,732,18-21,Man,Brazil,Yes,
2974,450,40-44,Man,India,No,
2975,957,18-21,Man,India,Yes,
2976,218,18-21,Woman,India,Yes,
2977,376,35-39,Man,India,No,
2978,206,22-24,Woman,South Korea,Yes,
2979,188,18-21,Man,Russia,Yes,
2980,360,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
2981,18251,55-59,Man,United States of America,No,
2982,486,30-34,Man,India,Yes,
2983,2333338,30-34,Man,Japan,No,
2984,151,25-29,Woman,United States of America,Yes,
2985,220,60-69,Man,United States of America,No,
2986,922,70+,Man,India,No,
2987,1314,18-21,Man,India,Yes,
2988,148,50-54,Man,United States of America,Yes,
2989,245,22-24,Woman,Australia,Yes,
2990,452,22-24,Man,India,Yes,
2991,349,18-21,Man,India,Yes,
2992,466,35-39,Man,Turkey,Yes,
2993,145,18-21,Man,United States of America,Yes,
2994,514,35-39,Man,India,No,
2995,966,35-39,Man,Brazil,No,
2996,442,22-24,Woman,India,Yes,
2997,140,18-21,Man,India,Yes,
2998,1440,25-29,Man,Ethiopia,No,2-5 times
2999,638,50-54,Man,Australia,No,Never
3000,170,40-44,Woman,United States of America,Yes,
3001,502,40-44,Man,Morocco,No,
3002,815,45-49,Man,France,Yes,
3003,313,30-34,Man,United States of America,No,
3004,192,22-24,Woman,India,Yes,
3005,470,45-49,Man,India,No,
3006,294,18-21,Man,India,Yes,
3007,541,50-54,Man,United States of America,No,
3008,671,60-69,Man,United States of America,No,2-5 times
3009,708,22-24,Man,Viet Nam,No,2-5 times
3010,2419,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
3011,231,50-54,Man,United States of America,No,
3012,7183,45-49,Man,Ireland,No,
3013,829,55-59,Man,Japan,No,Never
3014,268,35-39,Man,United States of America,Yes,
3015,1187,40-44,Man,Japan,No,
3016,426,35-39,Man,Colombia,No,
3017,1577,45-49,Man,Other,No,
3018,193,22-24,Woman,India,No,
3019,1087,35-39,Man,Mexico,No,
3020,304,22-24,Man,Pakistan,Yes,
3021,28418,22-24,Man,United States of America,Yes,
3022,382,22-24,Man,India,No,
3023,235,30-34,Man,India,Yes,
3024,148,22-24,Man,India,Yes,
3025,263,25-29,Man,Peru,Yes,
3026,602,25-29,Man,India,No,Never
3027,3668,40-44,Man,Chile,No,
3028,294,30-34,Woman,Canada,Yes,
3029,427,25-29,Man,India,No,
3030,237,18-21,Man,India,Yes,
3031,266,25-29,Man,United States of America,Yes,
3032,1021,18-21,Man,India,Yes,
3033,323,25-29,Man,China,Yes,
3034,532,45-49,Man,United States of America,No,Never
3035,506,18-21,Woman,India,Yes,
3036,423,18-21,Man,India,Yes,
3037,424,25-29,Man,Nigeria,Yes,
3038,297,45-49,Man,Ireland,Yes,
3039,927,55-59,Man,Brazil,No,
3040,868,30-34,Man,Colombia,Yes,
3041,244,18-21,Man,India,Yes,
3042,195,22-24,Man,India,Yes,
